molecule_chembl_id,smiles,activity_type,activity_value,activity_units,pchembl_value,target_chembl_id,document_chembl_id,canonical_smiles
CHEMBL143805,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,IC50,3019.95,nM,5.52,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1
CHEMBL1744349,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,IC50,90.0,nM,7.05,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl
CHEMBL24979,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,IC50,200.0,nM,6.7,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1
CHEMBL2448065,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,IC50,300.0,nM,6.52,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
CHEMBL63356,Oc1cc2cc(-c3cccnc3)cnc2cc1O,IC50,500.0,nM,6.3,CHEMBL203,CHEMBL1127568,Oc1cc2cc(-c3cccnc3)cnc2cc1O
CHEMBL1907764,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,IC50,200.0,nM,6.7,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1
CHEMBL118321,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,IC50,7943.28,nM,5.1,CHEMBL203,CHEMBL1136802,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O
CHEMBL115895,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,IC50,21877.62,nM,4.66,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O
CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,IC50,200.0,nM,6.7,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1
CHEMBL2448067,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCCC1.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCCC1.Cl
CHEMBL56879,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,IC50,10964.78,nM,4.96,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL331026,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,IC50,14454.4,nM,4.84,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O
CHEMBL1202477,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl
CHEMBL416191,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,300.0,nM,6.52,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
CHEMBL67027,COc1ccc(/C=C(\C#N)c2cccnc2)cc1OC,IC50,700.0,nM,6.16,CHEMBL203,CHEMBL1127568,COc1ccc(/C=C(\C#N)c2cccnc2)cc1OC
CHEMBL533849,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,IC50,500.0,nM,6.3,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
CHEMBL1907944,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CCCN(C)C1,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CCCN(C)C1
CHEMBL336409,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,IC50,900.0,nM,6.05,CHEMBL203,CHEMBL1129933,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1
CHEMBL342929,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,IC50,6900.0,nM,5.16,CHEMBL203,CHEMBL1129933,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12
CHEMBL135577,CCN(CC)CCNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NCCN(CC)CC)[nH]c2ccccc12,IC50,4600.0,nM,5.34,CHEMBL203,CHEMBL1129933,CCN(CC)CCNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NCCN(CC)CC)[nH]c2ccccc12
CHEMBL115519,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,IC50,83176.38,nM,4.08,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O
CHEMBL119156,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,IC50,3388.44,nM,5.47,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O
CHEMBL119987,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,IC50,707.95,nM,6.15,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O
CHEMBL54471,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,IC50,15135.61,nM,4.82,CHEMBL203,CHEMBL1136802,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1
CHEMBL1744347,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,IC50,75.0,nM,7.12,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl
CHEMBL334915,Cn1c([Se][Se]c2c(C(=O)O)c3ccccc3n2C)c(C(=O)O)c2ccccc21,IC50,3500.0,nM,5.46,CHEMBL203,CHEMBL1129933,Cn1c([Se][Se]c2c(C(=O)O)c3ccccc3n2C)c(C(=O)O)c2ccccc21
CHEMBL55979,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,IC50,2511.89,nM,5.6,CHEMBL203,CHEMBL1136802,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
CHEMBL25610,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1,IC50,400.0,nM,6.4,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1
CHEMBL137422,CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,IC50,6100.0,nM,5.21,CHEMBL203,CHEMBL1129933,CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12
CHEMBL141238,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,IC50,19054.61,nM,4.72,CHEMBL203,CHEMBL1136802,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1
CHEMBL336174,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,IC50,7400.0,nM,5.13,CHEMBL203,CHEMBL1129933,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1
CHEMBL26641,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,IC50,200.0,nM,6.7,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1
CHEMBL334439,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21,IC50,6900.0,nM,5.16,CHEMBL203,CHEMBL1129933,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21
CHEMBL66101,COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1,IC50,20000.0,nM,4.7,CHEMBL203,CHEMBL1127568,COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1
CHEMBL59145,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,IC50,6606.93,nM,5.18,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl
CHEMBL118109,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,IC50,19054.61,nM,4.72,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O
CHEMBL279459,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,IC50,450.0,nM,6.35,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1
CHEMBL55994,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,IC50,30902.95,nM,4.51,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1
CHEMBL334032,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,IC50,22908.68,nM,4.64,CHEMBL203,CHEMBL1136802,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O
CHEMBL1202473,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,IC50,300.0,nM,6.52,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
CHEMBL25425,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1,IC50,300.0,nM,6.52,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1
CHEMBL55204,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,IC50,5128.61,nM,5.29,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1
CHEMBL286160,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC
CHEMBL2448066,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl
CHEMBL57251,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,IC50,25118.86,nM,4.6,CHEMBL203,CHEMBL1136802,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1
CHEMBL56132,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,IC50,14125.38,nM,4.85,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1
CHEMBL120564,COc1cc(C=C(C#N)C#N)cc(C)c1O,IC50,87096.36,nM,4.06,CHEMBL203,CHEMBL1136802,COc1cc(C=C(C#N)C#N)cc(C)c1O
CHEMBL1202478,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1135889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl
CHEMBL432428,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,IC50,645.65,nM,6.19,CHEMBL203,CHEMBL1136802,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O
CHEMBL141175,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,IC50,15848.93,nM,4.8,CHEMBL203,CHEMBL1136802,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O
CHEMBL336410,O=C(NCc1ccccc1)[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,IC50,7000.0,nM,5.16,CHEMBL203,CHEMBL1129933,O=C(NCc1ccccc1)[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F
CHEMBL113996,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,IC50,13570.0,nM,4.87,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CHEMBL325156,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,IC50,4840.0,nM,5.32,CHEMBL203,CHEMBL1145020,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC
CHEMBL126384,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,IC50,5.4,nM,8.27,CHEMBL203,CHEMBL1130246,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1
CHEMBL129509,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,IC50,9.3,nM,8.03,CHEMBL203,CHEMBL1130246,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1
CHEMBL114593,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,960.0,nM,6.02,CHEMBL203,CHEMBL1145020,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL126137,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,40.0,nM,7.4,CHEMBL203,CHEMBL1130246,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL128987,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,IC50,3.2,nM,8.49,CHEMBL203,CHEMBL1130246,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1
CHEMBL435993,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,9.2,nM,8.04,CHEMBL203,CHEMBL1130246,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL340898,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,IC50,3.5,nM,8.46,CHEMBL203,CHEMBL1130246,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1
CHEMBL338215,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,IC50,5.4,nM,8.27,CHEMBL203,CHEMBL1130246,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1
CHEMBL309765,CN1C(=S)C(CCC(=O)O)c2ccccc21,IC50,6700.0,nM,5.17,CHEMBL203,CHEMBL1127050,CN1C(=S)C(CCC(=O)O)c2ccccc21
CHEMBL116857,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,IC50,2880.0,nM,5.54,CHEMBL203,CHEMBL1145020,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12
CHEMBL340484,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,IC50,4.9,nM,8.31,CHEMBL203,CHEMBL1130246,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1
CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,1.2,nM,8.92,CHEMBL203,CHEMBL1130246,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL128467,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,1.4,nM,8.85,CHEMBL203,CHEMBL1130246,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL326280,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,IC50,790.0,nM,6.1,CHEMBL203,CHEMBL1145020,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL117326,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,IC50,560.0,nM,6.25,CHEMBL203,CHEMBL1145020,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC
CHEMBL340700,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,3.2,nM,8.49,CHEMBL203,CHEMBL1130246,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,IC50,0.91,nM,9.04,CHEMBL203,CHEMBL1130246,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1
CHEMBL341319,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,2.6,nM,8.59,CHEMBL203,CHEMBL1130246,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL340508,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,7.1,nM,8.15,CHEMBL203,CHEMBL1130246,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL115440,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,930.0,nM,6.03,CHEMBL203,CHEMBL1145020,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL84513,O=C(O)CCCC1C(S)=Nc2ccccc21,IC50,6700.0,nM,5.17,CHEMBL203,CHEMBL1127050,O=C(O)CCCC1C(S)=Nc2ccccc21
CHEMBL83559,Cc1ccc2[nH]c(SSc3[nH]c4ccc(C)cc4c3CCC(=O)O)c(CCC(=O)O)c2c1,IC50,8400.0,nM,5.08,CHEMBL203,CHEMBL1127050,Cc1ccc2[nH]c(SSc3[nH]c4ccc(C)cc4c3CCC(=O)O)c(CCC(=O)O)c2c1
CHEMBL79531,O=C(O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)O)[nH]c2ccccc12,IC50,18000.0,nM,4.75,CHEMBL203,CHEMBL1127050,O=C(O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)O)[nH]c2ccccc12
CHEMBL127041,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.24,nM,9.62,CHEMBL203,CHEMBL1130246,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL79808,COC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)OC)[nH]c2ccccc12,IC50,21000.0,nM,4.68,CHEMBL203,CHEMBL1127050,COC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)OC)[nH]c2ccccc12
CHEMBL116012,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,IC50,10320.0,nM,4.99,CHEMBL203,CHEMBL1145020,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,IC50,0.51,nM,9.29,CHEMBL203,CHEMBL1130246,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1
CHEMBL54400,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.13,nM,9.89,CHEMBL203,CHEMBL1130246,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL128468,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.28,nM,9.55,CHEMBL203,CHEMBL1130246,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL341522,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,IC50,5.6,nM,8.25,CHEMBL203,CHEMBL1130246,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1
CHEMBL83837,COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,IC50,33000.0,nM,4.48,CHEMBL203,CHEMBL1127050,COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12
CHEMBL111038,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,IC50,190.0,nM,6.72,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC
CHEMBL339416,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,IC50,0.74,nM,9.13,CHEMBL203,CHEMBL1130246,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1
CHEMBL30973,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,310.0,nM,6.51,CHEMBL203,CHEMBL1145020,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL113985,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,IC50,5390.0,nM,5.27,CHEMBL203,CHEMBL1145020,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12
CHEMBL419650,O=C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12,IC50,10200.0,nM,4.99,CHEMBL203,CHEMBL1127050,O=C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12
CHEMBL327023,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,IC50,550.0,nM,6.26,CHEMBL203,CHEMBL1145020,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1
CHEMBL115187,CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,IC50,130.0,nM,6.89,CHEMBL203,CHEMBL1145020,CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,4.0,nM,8.4,CHEMBL203,CHEMBL1130246,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL309276,O=C(O)CCC1C(S)=Nc2ccccc21,IC50,1620.0,nM,5.79,CHEMBL203,CHEMBL1127050,O=C(O)CCC1C(S)=Nc2ccccc21
CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,940.0,nM,6.03,CHEMBL203,CHEMBL1145020,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,7.4,nM,8.13,CHEMBL203,CHEMBL1130246,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL420624,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,0.1,nM,10.0,CHEMBL203,CHEMBL1130246,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL332497,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,IC50,3830.0,nM,5.42,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CHEMBL421047,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,IC50,2640.0,nM,5.58,CHEMBL203,CHEMBL1145020,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F
CHEMBL113901,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,IC50,5220.0,nM,5.28,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C
CHEMBL281300,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,590.0,nM,6.23,CHEMBL203,CHEMBL1145020,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL129579,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,4.8,nM,8.32,CHEMBL203,CHEMBL1130246,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
