molecule_chembl_id,smiles,activity_type,activity_value,activity_units,pchembl_value,target_chembl_id,document_chembl_id,canonical_smiles
CHEMBL171311,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,IC50,440.0,nM,6.36,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1
CHEMBL166766,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,IC50,730.0,nM,6.14,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1
CHEMBL155100,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,IC50,272.0,nM,6.57,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1
CHEMBL169780,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1,IC50,2540.0,nM,5.59,CHEMBL203,CHEMBL1134003,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1
CHEMBL355269,COc1cccc(-c2cn(C3CCN(CC(=O)N(C)C)CC3)c3ncnc(N)c23)c1,IC50,750.0,nM,6.12,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(CC(=O)N(C)C)CC3)c3ncnc(N)c23)c1
CHEMBL169200,COc1cccc(-c2cn(C3CCN(CCO)CC3)c3ncnc(N)c23)c1,IC50,900.0,nM,6.05,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(CCO)CC3)c3ncnc(N)c23)c1
CHEMBL168829,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCNC1,IC50,13400.0,nM,4.87,CHEMBL203,CHEMBL1134003,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCNC1
CHEMBL262276,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,IC50,800.0,nM,6.1,CHEMBL203,CHEMBL1134003,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1
CHEMBL169920,CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,IC50,500.0,nM,6.3,CHEMBL203,CHEMBL1134003,CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1
CHEMBL408683,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,IC50,400.0,nM,6.4,CHEMBL203,CHEMBL1134003,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1
CHEMBL355891,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)C1,IC50,830.0,nM,6.08,CHEMBL203,CHEMBL1134003,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)C1
CHEMBL168661,COc1cccc(-c2cn(C3CCN(CCN(C)CCO)CC3)c3ncnc(N)c23)c1,IC50,295.0,nM,6.53,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(CCN(C)CCO)CC3)c3ncnc(N)c23)c1
CHEMBL355019,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,IC50,740.0,nM,6.13,CHEMBL203,CHEMBL1134003,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1
CHEMBL172514,COCCNCCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,IC50,310.0,nM,6.51,CHEMBL203,CHEMBL1134003,COCCNCCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
CHEMBL354033,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCNC1,IC50,2670.0,nM,5.57,CHEMBL203,CHEMBL1134003,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCNC1
CHEMBL355322,COc1cccc(-c2cn(C3CCN(CC(N)=O)C3)c3ncnc(N)c23)c1,IC50,440.0,nM,6.36,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(CC(N)=O)C3)c3ncnc(N)c23)c1
CHEMBL169519,COc1cccc(-c2cn(C3CCNC3)c3ncnc(N)c23)c1,IC50,1120.0,nM,5.95,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCNC3)c3ncnc(N)c23)c1
CHEMBL263528,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,IC50,170.0,nM,6.77,CHEMBL203,CHEMBL1134003,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1
CHEMBL274732,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,IC50,930.0,nM,6.03,CHEMBL203,CHEMBL1134003,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
CHEMBL171545,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1,IC50,1530.0,nM,5.82,CHEMBL203,CHEMBL1134003,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1
CHEMBL169064,COc1cccc(-c2cn(C3CCN(CC(N)=O)CC3)c3ncnc(N)c23)c1,IC50,350.0,nM,6.46,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(CC(N)=O)CC3)c3ncnc(N)c23)c1
CHEMBL168921,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,IC50,2200.0,nM,5.66,CHEMBL203,CHEMBL1134003,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1
CHEMBL169065,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,IC50,1470.0,nM,5.83,CHEMBL203,CHEMBL1134003,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,IC50,96000.0,nM,4.02,CHEMBL203,CHEMBL1132637,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL353823,CC(C)(C)OC(=O)N1CCC(n2cc(-c3ccccc3)c3c(N)ncnc32)C1,IC50,8300.0,nM,5.08,CHEMBL203,CHEMBL1134003,CC(C)(C)OC(=O)N1CCC(n2cc(-c3ccccc3)c3c(N)ncnc32)C1
CHEMBL168656,COc1cccc(-c2cn(C3CCN(C(=O)OC(C)(C)C)C3)c3ncnc(N)c23)c1,IC50,2100.0,nM,5.68,CHEMBL203,CHEMBL1134003,COc1cccc(-c2cn(C3CCN(C(=O)OC(C)(C)C)C3)c3ncnc(N)c23)c1
CHEMBL113185,COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC,IC50,5100.0,nM,5.29,CHEMBL203,CHEMBL1131898,COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC
CHEMBL543661,COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc(OC)c1.Cl,IC50,3000.0,nM,5.52,CHEMBL203,CHEMBL1129839,COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc(OC)c1.Cl
CHEMBL545541,COc1cc2ncnc(NCc3ccccc3)c2cc1OC.Cl,IC50,4.0,nM,8.4,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(NCc3ccccc3)c2cc1OC.Cl
CHEMBL541586,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC.Cl,IC50,25.0,nM,7.6,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC.Cl
CHEMBL540068,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC.Cl,IC50,30.0,nM,7.52,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC.Cl
CHEMBL135853,COc1cc2ncnc(Oc3cccc(Cl)c3)c2cc1OC,IC50,20.0,nM,7.7,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Oc3cccc(Cl)c3)c2cc1OC
CHEMBL544833,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC.Cl,IC50,350.0,nM,6.46,CHEMBL203,CHEMBL1129839,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC.Cl
CHEMBL555201,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC.Cl
CHEMBL542484,COc1cc2ncnc(Nc3ccccc3)c2cc1OC.Cl,IC50,50.0,nM,7.3,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3ccccc3)c2cc1OC.Cl
CHEMBL322066,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC,IC50,1704.0,nM,5.77,CHEMBL203,CHEMBL1131898,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC
CHEMBL56983,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1,IC50,1000.0,nM,6.0,CHEMBL203,CHEMBL1134497,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1
CHEMBL543669,COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC.Cl,IC50,4000.0,nM,5.4,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC.Cl
CHEMBL135902,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,IC50,10.0,nM,8.0,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC
CHEMBL543904,COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC.Cl,IC50,500.0,nM,6.3,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC.Cl
CHEMBL555797,COc1cc2ncnc(Nc3ccc4c(c3)CCC4)c2cc1OC.Cl,IC50,600.0,nM,6.22,CHEMBL203,CHEMBL1129839,COc1cc2ncnc(Nc3ccc4c(c3)CCC4)c2cc1OC.Cl
CHEMBL542729,COc1ccc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2c1.Cl,IC50,100.0,nM,7.0,CHEMBL203,CHEMBL1129839,COc1ccc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2c1.Cl
CHEMBL555321,Cl.Clc1cccc(Nc2ncnc3ccccc23)c1,IC50,50.0,nM,7.3,CHEMBL203,CHEMBL1129839,Cl.Clc1cccc(Nc2ncnc3ccccc23)c1
CHEMBL542733,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,IC50,250.0,nM,6.6,CHEMBL203,CHEMBL1129839,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl
CHEMBL131577,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,IC50,10000.0,nM,5.0,CHEMBL203,CHEMBL1136358,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1
CHEMBL147761,Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O,IC50,28800.0,nM,4.54,CHEMBL203,CHEMBL1132535,Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O
CHEMBL450622,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C)c2CCC(=O)O)c1,IC50,49200.0,nM,4.31,CHEMBL203,CHEMBL1132535,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C)c2CCC(=O)O)c1
CHEMBL48614,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,IC50,1680.0,nM,5.78,CHEMBL203,CHEMBL1135924,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1
CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,IC50,4600.0,nM,5.34,CHEMBL203,CHEMBL1135924,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1
CHEMBL146694,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)c(CCC(=O)O)c1C,IC50,31300.0,nM,4.5,CHEMBL203,CHEMBL1132535,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)c(CCC(=O)O)c1C
CHEMBL148514,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)c1,IC50,30500.0,nM,4.52,CHEMBL203,CHEMBL1132535,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)c1
CHEMBL148984,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1,IC50,22800.0,nM,4.64,CHEMBL203,CHEMBL1132535,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1
CHEMBL347074,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2cc(-c3ccccc3)ccc21,IC50,21800.0,nM,4.66,CHEMBL203,CHEMBL1132535,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2cc(-c3ccccc3)ccc21
CHEMBL358728,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c1,IC50,24100.0,nM,4.62,CHEMBL203,CHEMBL1132535,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c1
CHEMBL149201,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,IC50,21900.0,nM,4.66,CHEMBL203,CHEMBL1132535,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O
CHEMBL150177,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c(C)c1CCC(=O)O,IC50,84800.0,nM,4.07,CHEMBL203,CHEMBL1132535,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c(C)c1CCC(=O)O
CHEMBL147112,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C,IC50,19200.0,nM,4.72,CHEMBL203,CHEMBL1132535,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C
CHEMBL56505,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO,IC50,35.0,nM,7.46,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO
CHEMBL56802,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,IC50,5.0,nM,8.3,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC
CHEMBL122534,Nc1cc2ncnc(Nc3ccccc3)c2cn1,IC50,250.0,nM,6.6,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3ccccc3)c2cn1
CHEMBL332173,COc1cccc(CNc2ncnc3cc(N)ncc23)c1,IC50,2870.0,nM,5.54,CHEMBL203,CHEMBL1128730,COc1cccc(CNc2ncnc3cc(N)ncc23)c1
CHEMBL57990,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,IC50,49.0,nM,7.31,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C
CHEMBL331792,Cc1cccc(Nc2ncnc3cc(N)ncc23)c1,IC50,40.0,nM,7.4,CHEMBL203,CHEMBL1128730,Cc1cccc(Nc2ncnc3cc(N)ncc23)c1
CHEMBL333045,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,IC50,10000.0,nM,5.0,CHEMBL203,CHEMBL1128730,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1
CHEMBL55794,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)C,IC50,310.0,nM,6.51,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)C
CHEMBL294395,COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,61.0,nM,7.21,CHEMBL203,CHEMBL1134804,COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL338625,Nc1cc2ncnc(Nc3ccc(Br)cc3)c2cn1,IC50,90.0,nM,7.05,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3ccc(Br)cc3)c2cn1
CHEMBL332879,Nc1cc2ncnc(Nc3ccccc3C(F)(F)F)c2cn1,IC50,10000.0,nM,5.0,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3ccccc3C(F)(F)F)c2cn1
CHEMBL339684,Nc1cc2ncnc(Nc3ccc(C(F)(F)F)cc3)c2cn1,IC50,4700.0,nM,5.33,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3ccc(C(F)(F)F)cc3)c2cn1
CHEMBL331307,Nc1cc2ncnc(NCc3ccccc3Br)c2cn1,IC50,1670.0,nM,5.78,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(NCc3ccccc3Br)c2cn1
CHEMBL121709,COc1ccccc1CNc1ncnc2cc(N)ncc12,IC50,100000.0,nM,4.0,CHEMBL203,CHEMBL1128730,COc1ccccc1CNc1ncnc2cc(N)ncc12
CHEMBL7699,O=c1c(-c2cccc(Cl)c2)coc2cc(O)ccc12,IC50,58800.0,nM,4.23,CHEMBL203,CHEMBL1132606,O=c1c(-c2cccc(Cl)c2)coc2cc(O)ccc12
CHEMBL124673,Nc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cn1,IC50,40.0,nM,7.4,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cn1
CHEMBL124533,Nc1cc2ncnc(NCc3cccc(C(F)(F)F)c3)c2cn1,IC50,1950.0,nM,5.71,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(NCc3cccc(C(F)(F)F)c3)c2cn1
CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,IC50,9.0,nM,8.05,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC
CHEMBL112925,Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1,IC50,8700.0,nM,5.06,CHEMBL203,CHEMBL1127357,Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1
CHEMBL7917,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,IC50,6.0,nM,8.22,CHEMBL203,CHEMBL1132606,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
CHEMBL281467,C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,374.8,nM,6.43,CHEMBL203,CHEMBL1147619,C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL299672,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,IC50,71.0,nM,7.15,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1
CHEMBL1788321,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC[C@H](O)CN1CCOCC1,IC50,67.0,nM,7.17,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC[C@H](O)CN1CCOCC1
CHEMBL125035,Nc1cc2ncnc(NCc3ccccc3[N+](=O)[O-])c2cn1,IC50,4250.0,nM,5.37,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(NCc3ccccc3[N+](=O)[O-])c2cn1
CHEMBL7827,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,IC50,95.0,nM,7.02,CHEMBL203,CHEMBL1132606,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12
CHEMBL56936,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C,IC50,2.0,nM,8.7,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C
CHEMBL60826,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1,IC50,8.0,nM,8.1,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1
CHEMBL333115,Nc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cn1,IC50,65000.0,nM,4.19,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cn1
CHEMBL125550,Nc1cc2ncnc(Nc3cccc(I)c3)c2cn1,IC50,260.0,nM,6.58,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3cccc(I)c3)c2cn1
CHEMBL123322,Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1,IC50,70.0,nM,7.16,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1
CHEMBL440453,COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,IC50,38.0,nM,7.42,CHEMBL203,CHEMBL1132606,COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1
CHEMBL31876,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,IC50,330.2,nM,6.48,CHEMBL203,CHEMBL1147619,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL125810,Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1,IC50,15.0,nM,7.82,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1
CHEMBL334173,COc1cccc(Nc2ncnc3cc(N)ncc23)c1,IC50,130.0,nM,6.89,CHEMBL203,CHEMBL1128730,COc1cccc(Nc2ncnc3cc(N)ncc23)c1
CHEMBL14699,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1,IC50,10.0,nM,8.0,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1
CHEMBL125331,CN(C)c1cccc(Nc2ncnc3cc(N)ncc23)c1,IC50,1790.0,nM,5.75,CHEMBL203,CHEMBL1128730,CN(C)c1cccc(Nc2ncnc3cc(N)ncc23)c1
CHEMBL123676,Nc1cc2ncnc(NCc3cccc([N+](=O)[O-])c3)c2cn1,IC50,10100.0,nM,5.0,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(NCc3cccc([N+](=O)[O-])c3)c2cn1
CHEMBL56912,COCCNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,8.0,nM,8.1,CHEMBL203,CHEMBL1134804,COCCNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL55425,CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,57.0,nM,7.24,CHEMBL203,CHEMBL1134804,CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL125949,Nc1cc2ncnc(NCc3ccc(Br)cc3)c2cn1,IC50,2460.0,nM,5.61,CHEMBL203,CHEMBL1128730,Nc1cc2ncnc(NCc3ccc(Br)cc3)c2cn1
CHEMBL7810,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1,IC50,4000.0,nM,5.4,CHEMBL203,CHEMBL1132606,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1
CHEMBL31276,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,IC50,1.9,nM,8.72,CHEMBL203,CHEMBL1147619,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1
CHEMBL56027,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(CO)CO,IC50,69.0,nM,7.16,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(CO)CO
CHEMBL294034,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1,IC50,66.0,nM,7.18,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1
CHEMBL7866,COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,IC50,64.0,nM,7.19,CHEMBL203,CHEMBL1132606,COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21
CHEMBL31745,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,6266.2,nM,5.2,CHEMBL203,CHEMBL1147619,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,8.0,nM,8.1,CHEMBL203,CHEMBL1134804,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL56142,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCCC1,IC50,98.0,nM,7.01,CHEMBL203,CHEMBL1134804,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCCC1
CHEMBL287022,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,IC50,3762.4,nM,5.42,CHEMBL203,CHEMBL1147619,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL333272,Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1,IC50,5900.0,nM,5.23,CHEMBL203,CHEMBL1128730,Nc1ccc(Nc2ncnc3cc(N)ncc23)cc1
CHEMBL293064,CCN(CC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,93.0,nM,7.03,CHEMBL203,CHEMBL1134804,CCN(CC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL128001,COc1ccc(Nc2ncnc3cc(N)ncc23)cc1,IC50,670.0,nM,6.17,CHEMBL203,CHEMBL1128730,COc1ccc(Nc2ncnc3cc(N)ncc23)cc1
